"asset_id","asset_discipline","asset_work_description","location","start_mileage","end_mileage","project_number","project_name","delivery_year"
"000001323382","Buildings","PPM & Reactive MDU L&E","Teddington",616,618,940299,"Project name 2","2019/20"
"000001323627","Electrification & Fixed Plant","Car Park Resurfacing","Chertsey",569,571,814535,"Project name 3","2019/20"
"000001323521","Buildings","Asbestos management surveys","Godalming",955,959,162416,"Project name 1","2017/18"
"000001323395","Electrification & Fixed Plant","Platform PM costs","Ashford (Middlesex)",444,451,187351,"Project name 3","2017/18"
"000001323393","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Thames Ditton",443,448,609534,"Project name 3","2015/16"
"000001323394","discipline 3","Car Park Resurfacing","LMD Wimbledon LMD",252,260,136775,"Project name 2","2015/16"
"000001323530","Electrification & Fixed Plant","Waterproofing works to LUL areas","Teddington",869,870,587887,"Project name 1","2015/16"
"000001323394","discipline 3","Refurbish TCS Block","South West Trains Stations",127,131,856873,"Project name 1","2016/17"
"000001323520","Buildings","Removal of redundant Canopy 03 Structure and supporting columns.","MDU's",872,873,215030,"Project name 1","2017/18"
"000001323711","discipline 3","PPM & Reactive MDU L&E","Templecombe",913,923,476408,"Project name 1","2015/16"
"000001324726","discipline 3","Glazing Repairs to Concourse Canopy","Romsey",730,735,650180,"Project name 2","2016/17"
"000001323688","discipline 3","Platform repairs","Dorchester South",964,969,417617,"Project name 3","2016/17"
"000001323416","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Moreton (Dorest)",245,246,991711,"Project name 3","2016/17"
"000001323627","discipline 4","PPM & Reactive MDU L&E","Weybridge",664,667,260293,"Project name 2","2016/17"
"000001323625","Buildings","Platform repairs.","MDU Guildford ",370,378,624329,"Project name 1","2018/19"
"000001323579","Buildings","Glazing Repairs to Concourse Canopy","Axminster",119,121,724194,"Project name 2","2016/17"
"000001323522","Electrification & Fixed Plant","Platform repairs.","Alton",44,49,841452,"Project name 1","2017/18"
"000001323402","Buildings","Glazing Repairs to Concourse Canopy","Strawberry Hill",637,641,188706,"Project name 2","2018/19"
"000001323711","discipline 4","Canopy repairs","Vauxhall",902,904,716929,"Project name 3","2019/20"
"000001323587","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Dorchester South",315,317,616139,"Project name 2","2015/16"
"000001323522","discipline 4","Platform repairs.","Wimbledon LMD",470,472,559549,"Project name 1","2015/16"
"000001323532","Buildings","Ticket Office Refurb","Kew Bridge",990,994,659583,"Project name 1","2018/19"
"000001323381","discipline 4","Canopy/Station Roof Repairs","NDS Effingham ",25,34,171709,"Project name 3","2019/20"
"000001323393","Buildings","Canopy/Station Roof Repairs","Wimbledon LMD",405,406,768034,"Project name 2","2016/17"
"000001323381","Buildings","Footbridge Repairs","Alton",512,518,175262,"Project name 3","2018/19"
"000001323530","discipline 3","Canopy and Box Gutter Repairs","Island Line Stations",457,459,804205,"Project name 1","2016/17"
"000001323696","Buildings","Platform Repairs","Dorchester South",221,222,188462,"Project name 1","2019/20"
"000001323532","discipline 3","Platform repairs","Norbiton",584,591,433029,"Project name 2","2015/16"
"000001323531","discipline 4","Platform PM costs","LMD's",636,642,499156,"Project name 2","2018/19"
"000001323696","discipline 3","Rewire/Relight","LMD Bournemouth ",607,611,261769,"Project name 2","2019/20"
"000001323627","discipline 3","Canopy repairs","LSB's",587,588,322798,"Project name 3","2017/18"
"000001323565","discipline 4","Rewire/Relight","Egham",687,688,568952,"Project name 2","2016/17"
"000001323697","Buildings","Glazing Repairs to Concourse Canopy","Various",83,87,326363,"Project name 2","2015/16"
"000001323627","discipline 3","Canopy repairs","Effingham",149,151,976990,"Project name 3","2017/18"
"000001323382","discipline 3","Rewire/Relight","Botley",280,284,889254,"Project name 1","2015/16"
"000001323587","Electrification & Fixed Plant","Refurbish TCS Block","LMD Ryde ",701,703,845739,"Project name 2","2019/20"
"000001323581","discipline 3","Platform repairs.","Ascot",367,373,445272,"Project name 1","2018/19"
"000001323393","discipline 3","Platform PM costs","Winchester",406,410,964137,"Project name 2","2017/18"
"000001323522","discipline 4","Station Building Roof Repairs","Ashford (Middlesex)",91,95,759097,"Project name 1","2017/18"
"000001323515","discipline 3","Platform 2 Repairs","Island Line Stations",18,20,325518,"Project name 2","2019/20"
"000001323565","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","LMD Bournemouth ",143,144,565109,"Project name 1","2018/19"
"000001324726","Buildings","HVAC Renewal","Queenstown Road",442,446,986455,"Project name 3","2017/18"
"000001323402","discipline 4","Canopy/Station Roof Repairs","LMD Wimbledon LMD",436,439,686782,"Project name 1","2015/16"
"000001323521","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Southampton Central",183,186,376819,"Project name 1","2019/20"
"000001323515","Electrification & Fixed Plant","Refurbish TCS Block","Teddington",792,795,980870,"Project name 2","2018/19"
"000001323688","Electrification & Fixed Plant","Refurbish Fleet Tech Block","Axminster",945,946,703584,"Project name 1","2017/18"
"000001323614","discipline 3","Asbestos management surveys","Martins Heron",189,192,350768,"Project name 3","2018/19"
"000001323581","Buildings","Platform Repairs","Upper Halliford",742,743,653884,"Project name 1","2017/18"
"000001323381","Buildings","Canopy/Station Roof Repairs","Various",149,153,240397,"Project name 1","2015/16"
"000001323688","Buildings","Canopy repairs","Tolworth",412,413,366144,"Project name 2","2018/19"
"000001323690","Buildings","Waterproofing works to LUL areas","Romsey",394,395,118594,"Project name 3","2017/18"
"000001323520","Electrification & Fixed Plant","Ticket Office Refurb","Hinton Admiral",870,871,741361,"Project name 2","2019/20"
"000001323521","discipline 4","Asbestos management surveys","St Margarets",804,805,753160,"Project name 1","2016/17"
"000001323394","discipline 4","Canopy and Box Gutter Repairs","Christchurch",96,97,636350,"Project name 2","2018/19"
"000001323696","discipline 4","Canopy repairs","Raynes Park",388,393,699710,"Project name 1","2018/19"
"000001323699","Buildings","Refurbish TCS Block","Kew Bridge",610,615,955885,"Project name 3","2017/18"
"000001323519","Buildings","Platform repairs.","Putney",242,250,760456,"Project name 1","2016/17"
"000001323394","discipline 3","Platform repairs","Upwey",805,808,151898,"Project name 3","2019/20"
"000001323395","discipline 4","Footbridge Repairs","LMD Basingstoke",108,110,416076,"Project name 1","2015/16"
"000001323690","discipline 3","Canopy Repairs","Earlsfield",496,497,331764,"Project name 3","2018/19"
"000001323519","discipline 4","Canopy and Box Gutter Repairs","Moreton (Dorest)",727,734,260873,"Project name 1","2019/20"
"000001323530","Electrification & Fixed Plant","Rewire/Relight","Motspur Park",65,67,745483,"Project name 3","2016/17"
"000001323395","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","LSB's",654,660,696734,"Project name 1","2016/17"
"000001323614","Electrification & Fixed Plant","Platform repairs","LMD's",114,118,293135,"Project name 2","2015/16"
"000001323531","discipline 3","Canopy Repairs","Virginia Water",387,391,762853,"Project name 2","2019/20"
"000001323531","Buildings","Rewire/Relight","South West Trains Stations",972,974,189636,"Project name 1","2019/20"
"000001323579","Buildings","Rewire/Relight","Chertsey",296,301,651172,"Project name 3","2018/19"
"000001323522","Buildings","Glazing Repairs to Concourse Canopy","Walton on Thames",226,228,150757,"Project name 2","2015/16"
"000001323578","discipline 3","Asbestos management surveys","Farncombe",511,512,350429,"Project name 2","2018/19"
"000001323515","Electrification & Fixed Plant","Refurbish TCS Block","LMD Wimbledon LMD",180,184,544758,"Project name 2","2017/18"
"000001323383","Electrification & Fixed Plant","Rewire/Relight","Wandsworth Town",829,831,369673,"Project name 1","2015/16"
"000001323395","Buildings","Canopy repairs","LMD's",260,266,345537,"Project name 1","2017/18"
"000001323587","discipline 4","PPM & Reactive MDU L&E","Farnborough (Main)",33,34,911926,"Project name 2","2019/20"
"000001323521","discipline 4","Rewire/Relight","Tolworth",837,838,765694,"Project name 1","2015/16"
"000001323711","discipline 4","Platform repairs","NDS Eastleigh LWRD",176,177,366282,"Project name 2","2017/18"
"000001323381","Buildings","Waterproofing works to LUL areas","Portsmouth Harbour",980,981,580132,"Project name 1","2018/19"
"000001323529","Electrification & Fixed Plant","Car Park Resurfacing","Woking ",768,775,458019,"Project name 3","2017/18"
"000001323688","Electrification & Fixed Plant","HVAC Renewal","Surbiton",239,242,243503,"Project name 2","2016/17"
"000001323565","discipline 3","Canopy Repairs","Thornford",921,924,486261,"Project name 2","2018/19"
"000001323382","Buildings","Glazing Repairs to Concourse Canopy","Woking ",772,776,101690,"Project name 2","2017/18"
"000001323530","discipline 3","Waterproofing works to LUL areas","Upwey",387,390,836986,"Project name 2","2019/20"
"000001323565","discipline 4","Waterproofing works to LUL areas","Hinchley Wood",111,112,370628,"Project name 2","2016/17"
"000001323699","Buildings","Waterproofing works to LUL areas","Moreton (Dorest)",144,146,693100,"Project name 3","2017/18"
"000001323531","Buildings","Canopy repairs","Wraysbury",771,772,318743,"Project name 3","2019/20"
"000001323529","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Earlsfield",977,980,371220,"Project name 2","2017/18"
"000001323522","discipline 3","PPM & Reactive MDU L&E","Egham",100,107,336177,"Project name 1","2018/19"
"000001323521","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","LMD Bournemouth ",210,213,564602,"Project name 1","2019/20"
"000001323383","discipline 4","Canopy and Box Gutter Repairs","Farncombe",683,691,559086,"Project name 2","2018/19"
"000001324741","Buildings","Refurbish Fleet Tech Block","Winchfield",375,378,597569,"Project name 3","2018/19"
"000001323538","discipline 4","Waterproofing works to LUL areas","Motspur Park",124,125,413727,"Project name 1","2018/19"
"000001323416","discipline 4","HVAC Renewal","Whitton",302,303,254116,"Project name 1","2015/16"
"000001323587","discipline 3","Refurbish TCS Block","Effingham",863,865,582158,"Project name 2","2016/17"
"000001323395","discipline 3","PPM & Reactive MDU L&E","Alton",690,693,562664,"Project name 2","2018/19"
"000001323696","Buildings","Ticket Office Refurb","Templecombe",980,981,737940,"Project name 2","2017/18"
"000001323416","Buildings","Canopy and Box Gutter Repairs","Dorchester South",520,522,779847,"Project name 1","2019/20"
"000001323381","Electrification & Fixed Plant","Canopy/Station Roof Repairs","LSB Wimbledon ASC",42,43,398157,"Project name 1","2016/17"
"000001323711","Buildings","Platform PM costs","Romsey",369,370,950482,"Project name 3","2017/18"
"000001323696","Electrification & Fixed Plant","Rewire/Relight","Virginia Water",987,993,494759,"Project name 1","2018/19"
"000001323699","discipline 4","HVAC Renewal","Berrylands",26,30,986522,"Project name 3","2018/19"
"000001323565","discipline 3","Platform repairs.","Templecombe",988,990,810031,"Project name 3","2015/16"
"000001323383","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Egham",636,640,762236,"Project name 1","2015/16"
"000001323578","Buildings","Footbridge Repairs","Winchester",701,710,219259,"Project name 2","2015/16"
"000001323530","Buildings","Canopy and Box Gutter Repairs","Millbrook",322,325,400463,"Project name 3","2015/16"
"000001323625","discipline 4","Platform 2 Repairs","Wimbledon LMD",183,186,276275,"Project name 3","2019/20"
"000001323579","discipline 3","Ticket Office Refurb","LMD Wimbledon LMD",643,649,699868,"Project name 1","2016/17"
"000001323690","discipline 3","Platform repairs.","Wimbledon LMD",399,402,280759,"Project name 3","2016/17"
"000001323690","discipline 4","Canopy alterations. Contribution to TFL scheme","Ryde Pier",472,478,367369,"Project name 3","2018/19"
"000001323519","Buildings","Asbestos management surveys","Havant",555,564,473916,"Project name 2","2018/19"
"000001323699","Electrification & Fixed Plant","Refurbish TCS Block","Shepperton",122,129,217073,"Project name 3","2019/20"
"000001323581","Buildings","HVAC Renewal","Shawford",163,164,710835,"Project name 2","2015/16"
"000001323627","Buildings","Platform 2 Repairs","Winchfield",14,18,580230,"Project name 2","2017/18"
"000001323530","discipline 3","Platform Repairs","Farncombe",946,947,349750,"Project name 1","2018/19"
"000001323520","Buildings","PPM & Reactive MDU L&E","Chertsey",864,869,270315,"Project name 1","2017/18"
"000001323690","Buildings","Removal of redundant Canopy 03 Structure and supporting columns.","Wandsworth Town",148,151,849925,"Project name 1","2019/20"
"000001323402","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Earlsfield",258,260,772782,"Project name 3","2017/18"
"000001323625","Electrification & Fixed Plant","Refurbish Fleet Tech Block","Dorchester South",88,90,952879,"Project name 2","2019/20"
"000001323627","discipline 3","Canopy alterations. Contribution to TFL scheme","NDS's",871,873,687688,"Project name 1","2019/20"
"000001324741","Buildings","Ticket Office Refurb","FGW  Stations",763,764,807139,"Project name 1","2018/19"
"000001323529","Buildings","Canopy/Station Roof Repairs","Portchester",888,892,787560,"Project name 1","2016/17"
"000001323565","discipline 3","Waterproofing works to LUL areas","MDU's",923,928,694317,"Project name 2","2017/18"
"000001323531","discipline 4","Waterproofing works to LUL areas","LSB Bournemouth SCC",46,51,837162,"Project name 1","2018/19"
"000001323393","Electrification & Fixed Plant","Canopy repairs","Sunnymeads",913,916,641527,"Project name 1","2015/16"
"000001323538","discipline 3","Canopy alterations. Contribution to TFL scheme","London Waterloo",384,385,825984,"Project name 1","2016/17"
"000001323515","discipline 4","Canopy repairs","Clapham Junction",38,40,500958,"Project name 2","2018/19"
"000001323711","discipline 4","Rewire/Relight","Ashford (Middlesex)",313,315,741058,"Project name 1","2015/16"
"000001323404","discipline 3","Rewire/Relight","Axminster",204,206,636005,"Project name 1","2019/20"
"000001323627","discipline 3","Platform repairs","Andover",312,320,958207,"Project name 2","2019/20"
"000001323520","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","Portchester",834,839,775807,"Project name 1","2015/16"
"000001323538","discipline 3","Canopy repairs","Fleet and Winchester",271,272,358213,"Project name 1","2018/19"
"000001323711","Electrification & Fixed Plant","Platform repairs.","Tolworth",387,398,503388,"Project name 2","2017/18"
"000001323696","Electrification & Fixed Plant","Waterproofing works to LUL areas","Motspur Park",729,731,893300,"Project name 3","2019/20"
"000001323578","Electrification & Fixed Plant","Canopy alterations. Contribution to TFL scheme","Woking ",52,53,874602,"Project name 1","2017/18"
"000001323531","discipline 3","Canopy/Station Roof Repairs","Motspur Park",469,471,865113,"Project name 3","2019/20"
"000001323581","discipline 4","HVAC Renewal","Various",370,373,648200,"Project name 1","2018/19"
"000001323529","discipline 3","Refurbish TCS Block","Wimbledon LMD",579,580,319328,"Project name 1","2017/18"
"000001323578","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Dorchester South",878,879,596359,"Project name 2","2019/20"
"000001323532","Electrification & Fixed Plant","Ticket Office Refurb","Upwey",411,413,341280,"Project name 3","2019/20"
"000001323587","Electrification & Fixed Plant","Platform PM costs","NDS Effingham ",600,606,869604,"Project name 2","2019/20"
"000001323383","discipline 3","Canopy/Station Roof Repairs","St Margarets",504,511,862816,"Project name 3","2017/18"
"000001323395","Electrification & Fixed Plant","Platform 2 Repairs","Walton on Thames",356,363,167442,"Project name 3","2017/18"
"000001323699","Buildings","Canopy repairs","Virginia Water",906,907,358042,"Project name 1","2018/19"
"000001323688","discipline 3","Platform repairs.","Teddington",382,383,923910,"Project name 3","2016/17"
"000001323394","discipline 3","Footbridge Repairs","LMD Ryde ",155,156,959922,"Project name 2","2019/20"
"000001323699","discipline 3","Platform repairs.","Berrylands",230,231,715882,"Project name 1","2016/17"
"000001323515","discipline 3","Platform 2 Repairs","Kew Bridge",83,91,974842,"Project name 3","2018/19"
"000001323521","Buildings","Canopy alterations. Contribution to TFL scheme","Surbiton",946,949,209230,"Project name 2","2017/18"
"000001323697","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","Dorchester South",500,501,808174,"Project name 3","2015/16"
"000001323578","discipline 3","Ticket Office Refurb","Shawford",713,715,113540,"Project name 1","2015/16"
"000001323532","discipline 4","PPM & Reactive MDU L&E","Farncombe",395,397,938552,"Project name 3","2016/17"
"000001323416","Electrification & Fixed Plant","Waterproofing works to LUL areas","Various",869,871,553786,"Project name 1","2018/19"
"000001323614","Buildings","Canopy and Box Gutter Repairs","Queenstown Road",367,373,564358,"Project name 2","2015/16"
"000001323688","Buildings","PPM & Reactive MDU L&E","Sunbury",180,181,498745,"Project name 2","2015/16"
"000001323581","discipline 4","Removal of redundant Canopy 03 Structure and supporting columns.","LMD Basingstoke",861,864,466740,"Project name 3","2019/20"
"000001323614","Electrification & Fixed Plant","HVAC Renewal","St Margarets",23,24,231588,"Project name 3","2017/18"
"000001323515","Buildings","Footbridge Repairs","Woking ",334,336,341558,"Project name 2","2018/19"
"000001323690","Buildings","Platform repairs.","Island Line Stations",727,730,487199,"Project name 1","2017/18"
"000001323711","discipline 3","Power Upgrade and HVAC Works (CP4 Unfunded)","Portchester",711,714,124021,"Project name 2","2018/19"
"000001323625","Buildings","Refurbish TCS Block","Stoneleigh",377,379,605364,"Project name 3","2015/16"
"000001323532","discipline 4","Canopy/Station Roof Repairs","LSB's",64,66,438213,"Project name 3","2017/18"
"000001323688","discipline 4","Power Upgrade and HVAC Works (CP4 Unfunded)","Wraysbury",43,53,594109,"Project name 3","2018/19"
"000001323696","discipline 3","Station Building Roof Repairs","Templecombe",350,351,949604,"Project name 2","2018/19"
"000001323697","discipline 3","Platform PM costs","London Overground Stations",783,784,633099,"Project name 1","2015/16"
"000001323394","discipline 3","Canopy repairs","Hinchley Wood",474,476,372781,"Project name 1","2016/17"
"000001324741","discipline 3","Footbridge Repairs","Chertsey",14,15,789640,"Project name 3","2016/17"
"000001323416","discipline 3","Refurbish Fleet Tech Block","Kew Bridge",1,2,689432,"Project name 1","2018/19"
"000001323688","discipline 4","Canopy repairs","Brockenhurst",722,729,331951,"Project name 1","2018/19"
"000001323711","discipline 4","Station Building Roof Repairs","LSB Bournemouth SCC",667,671,830194,"Project name 2","2015/16"
"000001323393","Electrification & Fixed Plant","Platform PM costs","NDS Effingham ",966,967,937191,"Project name 1","2019/20"
"000001323530","Electrification & Fixed Plant","Ticket Office Refurb","Millbrook",383,384,562191,"Project name 2","2019/20"
"000001323416","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Weybridge",351,354,342069,"Project name 3","2016/17"
"000001323382","Buildings","Canopy alterations. Contribution to TFL scheme","Wandsworth Town",423,424,857874,"Project name 2","2019/20"
"000001323614","discipline 4","Rewire/Relight","Ryde Pier",329,340,699159,"Project name 2","2018/19"
"000001323522","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Shepperton",416,422,247535,"Project name 2","2017/18"
"000001323393","Buildings","Platform Repairs","Woking ",194,195,131791,"Project name 1","2019/20"
"000001323696","Buildings","Station Building Roof Repairs","Winchester",207,212,146730,"Project name 2","2019/20"
"000001323519","Buildings","Canopy/Station Roof Repairs","St Margarets",415,419,832183,"Project name 3","2019/20"
"000001323587","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Winnersh Triangle",757,758,207797,"Project name 2","2019/20"
"000001323383","Buildings","Platform PM costs","Portchester",688,689,369931,"Project name 3","2019/20"
"000001323521","discipline 4","Canopy repairs","Ashford (Middlesex)",996,999,733185,"Project name 3","2015/16"
"000001324726","Buildings","Waterproofing works to LUL areas","Berrylands",371,373,222006,"Project name 2","2019/20"
"000001323529","discipline 3","Glazing Repairs to Concourse Canopy","Redbridge",627,629,712442,"Project name 1","2015/16"
"000001323530","discipline 4","Station Building Roof Repairs","SSWT Stations",141,142,365589,"Project name 1","2016/17"
"000001323531","discipline 3","Platform 2 Repairs","Berrylands",871,876,477200,"Project name 1","2019/20"
"000001323531","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Island Line Stations",833,839,209162,"Project name 2","2019/20"
"000001323565","discipline 4","Canopy Repairs","Alton",301,307,620694,"Project name 2","2016/17"
"000001323614","Buildings","Platform Repairs","Upper Halliford",383,389,241171,"Project name 1","2019/20"
"000001323393","discipline 3","Waterproofing works to LUL areas","Berrylands",572,575,252041,"Project name 1","2016/17"
"000001323383","Buildings","Platform repairs","Worcester Park",77,80,392641,"Project name 1","2019/20"
"000001323614","discipline 4","Ticket Office Refurb","Norbiton",635,638,730110,"Project name 2","2016/17"
"000001323393","Buildings","HVAC Renewal","Upwey",488,494,229478,"Project name 3","2016/17"
"000001323416","Buildings","Glazing Repairs to Concourse Canopy","Fleet and Winchester",558,560,899862,"Project name 3","2019/20"
"000001324741","discipline 4","Station Building Roof Repairs","Thames Ditton",459,461,477317,"Project name 2","2018/19"
"000001323393","discipline 3","Glazing Repairs to Concourse Canopy","London Waterloo",811,819,233611,"Project name 3","2016/17"
"000001323402","discipline 3","HVAC Renewal","London Overground Stations",289,294,608605,"Project name 2","2018/19"
"000001323690","discipline 3","Waterproofing works to LUL areas","Berrylands",557,565,389247,"Project name 1","2017/18"
"000001323383","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Chetnole",262,266,957565,"Project name 3","2018/19"
"000001323711","discipline 4","Ticket Office Refurb","MDU's",900,902,185638,"Project name 1","2017/18"
"000001323522","discipline 3","Canopy Repairs","Wraysbury",377,378,322761,"Project name 3","2016/17"
"000001323530","discipline 4","Canopy and Box Gutter Repairs","NDS's",655,658,696614,"Project name 1","2017/18"
"000001323522","discipline 4","Platform repairs.","Dorchester South",729,734,656609,"Project name 1","2016/17"
"000001323521","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","London Overground Stations",126,127,782690,"Project name 2","2017/18"
"000001323696","discipline 3","Ticket Office Refurb","Woking ",193,194,754569,"Project name 1","2018/19"
"000001323519","Buildings","Canopy and Box Gutter Repairs","Wimbledon LMD",125,129,450129,"Project name 2","2017/18"
"000001323565","Buildings","Platform 2 Repairs","LMD's",412,413,203479,"Project name 1","2015/16"
"000001323416","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Brentford",981,982,815608,"Project name 1","2015/16"
"000001323402","Buildings","Refurbish Fleet Tech Block","LMD's",115,116,985204,"Project name 3","2018/19"
"000001323520","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Farncombe",821,822,730765,"Project name 3","2018/19"
"000001323520","discipline 4","Canopy/Station Roof Repairs","Hinchley Wood",100,104,617354,"Project name 2","2017/18"
"000001323565","discipline 3","Platform repairs.","Ashford (Middlesex)",558,559,659950,"Project name 1","2018/19"
"000001323383","discipline 3","HVAC Renewal","LSB's",231,233,878375,"Project name 3","2019/20"
"000001323614","discipline 4","HVAC Renewal","London Overground Stations",24,28,184765,"Project name 2","2019/20"
"000001323565","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","NDS Effingham ",454,455,498499,"Project name 3","2015/16"
"000001323383","discipline 3","Footbridge Repairs","Wraysbury",101,109,284310,"Project name 1","2018/19"
"000001323538","Electrification & Fixed Plant","Refurbish TCS Block","LMD Wimbledon LMD",542,548,397293,"Project name 1","2019/20"
"000001323587","Buildings","Car Park Resurfacing","LMD Basingstoke",523,524,523463,"Project name 1","2018/19"
"000001323381","discipline 3","Canopy Repairs","NDS Effingham ",225,230,339251,"Project name 1","2019/20"
"000001323529","discipline 3","Canopy Repairs","Winnersh Triangle",171,173,339241,"Project name 2","2016/17"
"000001323578","discipline 4","PPM & Reactive MDU L&E","Brockenhurst",16,23,708384,"Project name 2","2016/17"
"000001323696","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Axminster",559,561,997226,"Project name 2","2018/19"
"000001323531","discipline 3","Refurbish Fleet Tech Block","NDS Eastleigh LWRD",269,271,600678,"Project name 2","2015/16"
"000001323530","Electrification & Fixed Plant","Platform 2 Repairs","Redbridge",132,142,696139,"Project name 2","2017/18"
"000001323395","discipline 3","Platform Repairs","Godalming",326,327,912597,"Project name 2","2016/17"
"000001323393","Buildings","Rewire/Relight","Wraysbury",146,147,766592,"Project name 2","2019/20"
"000001323614","discipline 4","Waterproofing works to LUL areas","Axminster",895,900,444288,"Project name 3","2018/19"
"000001323416","discipline 3","Glazing Repairs to Concourse Canopy","Havant",847,853,562032,"Project name 1","2017/18"
"000001323697","discipline 4","Ticket Office Refurb","Winchester",56,59,750951,"Project name 1","2018/19"
"000001323697","discipline 3","Platform repairs.","Effingham Junction",679,684,988770,"Project name 3","2016/17"
"000001323522","discipline 4","Canopy/Station Roof Repairs","London Underground Stations",128,138,575629,"Project name 3","2015/16"
"000001323416","Electrification & Fixed Plant","Platform Repairs","Winchfield",589,591,558608,"Project name 3","2019/20"
"000001323579","discipline 3","Platform repairs.","Putney",9,11,671205,"Project name 2","2016/17"
"000001323688","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","LMD Bournemouth ",262,267,302482,"Project name 2","2018/19"
"000001323395","discipline 4","Power Upgrade and HVAC Works (CP4 Unfunded)","Wimbledon LMD",423,424,670313,"Project name 1","2018/19"
"000001323587","Buildings","Rewire/Relight","Sunnymeads",522,523,992360,"Project name 1","2017/18"
"000001323625","Buildings","Canopy Repairs","Worcester Park",601,605,453647,"Project name 2","2018/19"
"000001323416","discipline 4","Car Park Resurfacing","Weybridge",959,960,408615,"Project name 3","2017/18"
"000001323581","discipline 3","Refurbish TCS Block","St Margarets",45,50,796120,"Project name 3","2015/16"
"000001323587","Electrification & Fixed Plant","Platform repairs","SSWT Stations",569,576,926493,"Project name 3","2016/17"
"000001323532","discipline 4","PPM & Reactive MDU L&E","LSB's",866,871,536862,"Project name 2","2017/18"
"000001323699","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","LMD Bournemouth ",944,949,570724,"Project name 2","2019/20"
"000001323383","Electrification & Fixed Plant","Platform 2 Repairs","Portchester",741,743,676184,"Project name 2","2018/19"
"000001323383","Electrification & Fixed Plant","Station Building Roof Repairs","Wokingham ",241,242,889344,"Project name 2","2015/16"
"000001323587","Electrification & Fixed Plant","Footbridge Repairs","Worcester Park",380,381,262174,"Project name 2","2018/19"
"000001323521","Buildings","Platform PM costs","Teddington",729,732,116887,"Project name 3","2017/18"
"000001323515","Buildings","Glazing Repairs to Concourse Canopy","Hinchley Wood",14,19,973369,"Project name 1","2015/16"
"000001323614","Buildings","Platform PM costs","Wokingham ",791,799,162159,"Project name 2","2018/19"
"000001323565","discipline 4","HVAC Renewal","Farncombe",173,176,317522,"Project name 3","2016/17"
"000001323383","discipline 4","Platform Repairs","Farncombe",803,809,142490,"Project name 1","2018/19"
"000001323625","discipline 4","Waterproofing works to LUL areas","Chertsey",106,113,247858,"Project name 2","2017/18"
"000001323394","discipline 3","Platform 2 Repairs","Redbridge",237,242,115668,"Project name 1","2016/17"
"000001323515","Buildings","Ticket Office Refurb","Motspur Park",407,410,709482,"Project name 2","2015/16"
"000001323404","discipline 3","Footbridge Repairs","Effingham Junction",790,791,358297,"Project name 2","2017/18"
"000001324726","discipline 4","Refurbish Fleet Tech Block","Botley",934,935,672286,"Project name 2","2016/17"
"000001323520","discipline 3","Canopy and Box Gutter Repairs","Wraysbury",395,400,519427,"Project name 3","2019/20"
"000001323696","discipline 4","Asbestos management surveys","Strawberry Hill",723,726,855395,"Project name 2","2015/16"
"000001323416","Electrification & Fixed Plant","Refurbish Fleet Tech Block","MDU's",303,312,285512,"Project name 2","2018/19"
"000001323538","discipline 3","Station Building Roof Repairs","New Malden",67,69,153998,"Project name 3","2017/18"
"000001323521","discipline 4","Canopy Repairs","Farnborough (Main)",581,584,450326,"Project name 2","2017/18"
"000001323581","Electrification & Fixed Plant","Platform Repairs","Martins Heron",209,211,376359,"Project name 3","2015/16"
"000001323382","discipline 3","Canopy/Station Roof Repairs","Thornford",59,61,442400,"Project name 2","2018/19"
"000001323529","Buildings","Rewire/Relight","Winnersh Triangle",738,741,456590,"Project name 2","2016/17"
"000001323614","discipline 3","HVAC Renewal","Havant",187,189,859033,"Project name 2","2019/20"
"000001323515","Electrification & Fixed Plant","Canopy alterations. Contribution to TFL scheme","Dorchester South",621,627,278086,"Project name 3","2015/16"
